host_ts_ms,packet_number,time_offset_us,n_channels,ch0_type,ch0_status,ch0_value,ch1_type,ch1_status,ch1_value,ch2_type,ch2_status,ch2_value,ch3_type,ch3_status,ch3_value,ch4_type,ch4_status,ch4_value,ch5_type,ch5_status,ch5_value,ch6_type,ch6_status,ch6_value,ch7_type,ch7_status,ch7_value
1770054008077,4,500,5,0,0,5.00662,0,0,-0.000507593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770054008077,5,501,5,0,0,4.76347,0,0,-0.000480652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770054008078,6,500,5,0,0,4.79464,0,0,-0.000507116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770054008078,7,501,5,0,0,4.78217,0,0,-0.000508547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770054008079,8,500,5,0,0,4.84452,0,0,-0.000482321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770054008079,9,501,5,0,0,4.86946,0,0,-0.000505686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770054008080,10,500,5,0,0,4.82582,0,0,-0.000507116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770054008080,11,500,5,0,0,4.76347,0,0,-0.000490427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770054008081,12,500,5,0,0,4.7697,0,0,-0.000506401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770054008081,13,500,5,0,0,4.86946,0,0,-0.000505686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770054008082,14,500,5,0,0,4.90063,0,0,-0.000476122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770054008082,15,500,5,0,0,4.81646,0,0,-0.000504971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770054008083,16,500,5,0,0,4.85699,0,0,-0.000499964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770054008083,17,500,5,0,0,4.90998,0,0,-0.000481844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770054008084,18,500,5,0,0,4.79776,0,0,-0.00050807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770054008084,19,500,5,0,0,4.88816,0,0,-0.000503302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770054008084,20,500,5,0,0,4.90998,0,0,-0.000469208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770054008086,21,507,5,0,0,4.9848,0,0,-0.000505686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770054008086,22,493,5,0,0,4.90063,0,0,-0.000509024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770054008088,23,507,5,0,0,4.87257,0,0,-0.000487566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770054008088,24,493,5,0,0,4.7323,0,0,-0.00050807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770054008089,25,508,5,0,0,4.76347,0,0,-0.000502348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770054008089,26,493,5,0,0,4.86322,0,0,-0.00047183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770054008090,27,500,5,0,0,4.89128,0,0,-0.000506163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770054008090,28,500,5,0,0,4.83205,0,0,-0.000501871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770054008090,29,501,5,0,0,4.83828,0,0,-0.000485659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770054008090,30,501,5,0,0,4.81958,0,0,-0.000509262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770054008090,31,500,5,0,0,4.80088,0,0,-0.000505209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770054008091,32,500,5,0,0,4.9318,0,0,-0.000479937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770054008091,33,500,5,0,0,4.81335,0,0,-0.000509262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770054008092,34,507,5,0,0,4.78217,0,0,-0.000496387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770054008092,35,493,5,0,0,4.93804,0,0,-0.000496626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770054008093,36,501,5,0,0,4.85387,0,0,-0.000514269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770054008093,37,500,5,0,0,4.7697,0,0,-0.000496387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770054008094,38,501,5,0,0,4.8944,0,0,-0.000465155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770054008094,39,500,5,0,0,4.94739,0,0,-0.000511885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770054008095,40,501,5,0,0,4.78841,0,0,-0.000498533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770054008095,41,500,5,0,0,4.85699,0,0,-0.000479221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770054008096,42,501,5,0,0,4.77906,0,0,-0.000500441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770054008096,43,500,5,0,0,4.751,0,0,-0.000504732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770054008098,44,501,5,0,0,4.83517,0,0,-0.000475645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770054008098,45,500,5,0,0,4.79776,0,0,-0.000505209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770054008099,46,501,5,0,0,4.81646,0,0,-0.000503302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770054008099,47,500,5,0,0,4.80088,0,0,-0.000495195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770054008100,48,501,5,0,0,4.84452,0,0,-0.000503778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770054008100,49,499,5,0,0,4.80088,0,0,-0.00050211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770054008101,50,501,5,0,0,4.78841,0,0,-0.000476122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770054008101,51,499,5,0,0,4.78217,0,0,-0.000510454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770054008102,52,501,5,0,0,4.83205,0,0,-0.000497103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
